Timestamp,Market,Product,UnitOfMeasure,Currency,PriceLocal,PriceUSDMT,Period,Month,Year,IngestionTimestamp
2026-03-09,EEX,Butter,MT,EUR,5350.0,6322.24,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,Butter,MT,EUR,5375.0,6359.99,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,Butter,MT,EUR,5400.0,6397.81,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,Butter,MT,EUR,5425.0,6435.72,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,Butter,MT,EUR,5450.0,6473.7,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,Butter,MT,EUR,4580.0,5333.26,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,Butter,MT,EUR,4725.0,5511.67,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,Butter,MT,EUR,4975.0,5813.36,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3223.17,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3226.98,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3230.79,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3234.6,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3238.42,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2731.0,3196.74,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2719.0,3187.07,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2719.0,3191.45,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2719.0,3195.83,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2734.0,3217.86,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2714.0,3198.69,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2730.0,3221.95,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3202.48,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3206.62,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3210.76,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3214.89,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2710.0,3219.03,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2613.0,3042.75,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2700.0,3149.53,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-09,EEX,SMP,MT,EUR,2731.0,3191.21,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,464.1,551.98,2027-06-21,6,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,464.1,552.64,2027-07-20,7,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,464.1,553.29,2027-08-20,8,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,464.1,553.94,2027-09-20,9,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,464.1,554.59,2027-10-20,10,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,415.9,486.83,2026-06-22,6,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,421.0,493.47,2026-07-20,7,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,429.3,503.89,2026-08-20,8,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,438.5,515.4,2026-09-21,9,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,447.0,526.11,2026-10-20,10,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,453.1,534.02,2026-11-20,11,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,458.2,540.77,2026-12-21,12,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,462.8,546.9,2027-01-20,1,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,454.4,537.67,2027-02-22,2,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,461.5,546.78,2027-03-22,3,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,463.3,549.62,2027-04-20,4,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,464.2,551.39,2027-05-20,5,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,386.3,449.83,2026-03-20,3,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,402.5,469.51,2026-04-20,4,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Milk,MT,EUR,408.7,477.57,2026-05-20,5,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1635.37,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1637.31,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1639.24,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1641.17,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1643.11,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1325.0,1550.96,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1350.0,1582.4,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1350.0,1584.57,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1350.0,1586.75,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1350.0,1588.92,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1350.0,1591.1,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1350.0,1593.27,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1624.87,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1626.97,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1629.07,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1631.17,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1375.0,1633.27,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1100.0,1280.91,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1250.0,1458.11,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SWP Feed,MT,EUR,1300.0,1519.07,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5475.0,6511.75,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5500.0,6549.22,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5500.0,6556.96,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5500.0,6564.69,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5500.0,6572.43,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5025.0,5881.95,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5063.0,5934.59,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5138.0,6030.77,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5225.0,6141.3,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5263.0,6194.44,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5319.0,6268.92,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5325.0,6284.56,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5350.0,6322.24,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5375.0,6359.99,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5400.0,6397.81,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5425.0,6435.72,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,5450.0,6473.7,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,4580.0,5333.26,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,4725.0,5511.67,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,Butter,MT,EUR,4975.0,5813.36,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3223.17,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3226.98,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3230.79,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3234.6,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3238.42,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2750.0,3218.98,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2717.0,3184.73,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2717.0,3189.1,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2717.0,3193.48,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2731.0,3214.33,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2725.0,3211.66,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2740.0,3233.75,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3202.48,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3206.62,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3210.76,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3214.89,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2710.0,3219.03,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2603.0,3031.11,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2708.0,3158.86,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-10,EEX,SMP,MT,EUR,2738.0,3199.39,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,464.2,552.1,2027-06-21,6,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,464.2,552.75,2027-07-20,7,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,464.2,553.41,2027-08-20,8,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,464.2,554.06,2027-09-20,9,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,464.2,554.71,2027-10-20,10,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,417.7,488.93,2026-06-22,6,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,422.6,495.35,2026-07-20,7,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,431.4,506.36,2026-08-20,8,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,439.8,516.93,2026-09-21,9,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,448.2,527.52,2026-10-20,10,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,453.7,534.73,2026-11-20,11,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,458.0,540.53,2026-12-21,12,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,462.2,546.19,2027-01-20,1,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,456.3,539.92,2027-02-22,2,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,463.0,548.55,2027-03-22,3,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,463.9,550.33,2027-04-20,4,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,463.9,551.04,2027-05-20,5,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,386.3,449.83,2026-03-20,3,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,402.6,469.63,2026-04-20,4,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Milk,MT,EUR,408.5,477.34,2026-05-20,5,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1724.57,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1726.61,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1728.65,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1730.69,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1732.73,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1400.0,1638.75,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1400.0,1641.01,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1400.0,1643.26,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1400.0,1645.52,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1706.62,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1708.95,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1711.29,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1713.5,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1715.72,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1717.93,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1720.15,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1450.0,1722.36,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1100.0,1280.91,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1250.0,1458.11,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SWP Feed,MT,EUR,1350.0,1577.49,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5525.0,6571.22,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5550.0,6608.76,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5550.0,6616.57,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5550.0,6624.37,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5550.0,6632.18,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,4925.0,5764.9,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5225.0,6124.47,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5206.0,6110.59,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5242.0,6161.28,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5383.0,6335.68,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5350.0,6305.45,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5375.0,6343.57,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5400.0,6381.32,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5425.0,6419.15,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5450.0,6457.05,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5475.0,6495.03,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,5500.0,6533.09,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,4650.0,5414.77,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,4825.0,5628.32,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,Butter,MT,EUR,4875.0,5696.51,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3258.85,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3262.7,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3266.56,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3270.41,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3274.27,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2763.0,3234.2,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2729.0,3198.79,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2742.0,3218.45,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2728.0,3206.41,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2804.0,3300.25,2026-10-28,10,2026,2026-08-24 16:50:20.491893
